Type,Action,Campaign,Ad Group,Status,Budget,Bid strategy type,Max CPC,Networks,Ad Schedule,Start date,Keyword,Match type,Headline 1,Headline 2,Headline 3,Headline 4,Headline 5,Headline 6,Headline 7,Headline 8,Headline 9,Headline 10,Headline 11,Headline 12,Headline 13,Headline 14,Headline 15,Description 1,Description 2,Description 3,Description 4,Path 1,Path 2,Final URL,Sitelink text,Sitelink description 1,Sitelink description 2,Sitelink Final URL,Callout text,Location,Political ads confirmation
Campaign Negative Keyword,Add,Custom Signs - GTA,,Enabled,,,,,,,window graphics,Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Campaign Negative Keyword,Add,Custom Signs - GTA,,Enabled,,,,,,,window decals,Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Campaign Negative Keyword,Add,Custom Signs - GTA,,Enabled,,,,,,,frosted film,Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Campaign Negative Keyword,Add,Custom Signs - GTA,,Enabled,,,,,,,construction signs,Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Campaign Negative Keyword,Add,Custom Signs - GTA,,Enabled,,,,,,,hoarding graphics,Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Campaign Negative Keyword,Add,Custom Signs - GTA,,Enabled,,,,,,,digital signs,Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Campaign Negative Keyword,Add,Custom Signs - GTA,,Enabled,,,,,,,LED display,Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Campaign Negative Keyword,Add,Custom Signs - GTA,,Enabled,,,,,,,LED message,Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Campaign Negative Keyword,Add,Custom Signs - GTA,,Enabled,,,,,,,awning,Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Campaign Negative Keyword,Add,Custom Signs - GTA,,Enabled,,,,,,,backlit signs,Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Campaign Negative Keyword,Add,Custom Signs - GTA,,Enabled,,,,,,,halo lit,Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Campaign Negative Keyword,Add,Custom Signs - GTA,,Enabled,,,,,,,reverse lit,Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Campaign Negative Keyword,Add,Custom Signs - GTA,,Enabled,,,,,,,LED backlit,Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Campaign Negative Keyword,Add,Illuminated Signs - GTA,,Enabled,,,,,,,backlit,Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Campaign Negative Keyword,Add,Illuminated Signs - GTA,,Enabled,,,,,,,halo lit,Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Campaign Negative Keyword,Add,Illuminated Signs - GTA,,Enabled,,,,,,,reverse lit,Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Campaign Negative Keyword,Add,LED Backlit Signs - GTA,,Enabled,,,,,,,channel letters,Phrase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
